iter	MultiClass
467	0.654993318
468	0.6537505921
469	0.6522130802
470	0.6514459127
471	0.6503155437
472	0.64872168
473	0.6473666323
474	0.6461677183
475	0.6450442841
476	0.6439629447
477	0.6428146057
478	0.6418703241
479	0.6409910459
480	0.6394842208
481	0.6387493388
482	0.6372402282
483	0.6360155878
484	0.6348314233
485	0.6335918107
486	0.6328383494
487	0.6315330423
488	0.6304133226
489	0.6293127518
490	0.6277773534
491	0.6262564542
492	0.6253569733
493	0.624349799
494	0.6231921774
495	0.6220615313
496	0.6214443723
497	0.6207468271
498	0.6198108085
499	0.6186293536
500	0.6174003639
501	0.6166121238
502	0.6149014941
503	0.613396536
504	0.6120382966
505	0.6113290169
506	0.6105432611
507	0.6094031128
508	0.6083399855
509	0.6071248486
510	0.6066852966
511	0.6058762212
512	0.6047233583
513	0.6039297971
514	0.6028518318
515	0.6016585953
516	0.6006278226
517	0.5994812731
518	0.5984407311
519	0.5973285139
520	0.5965500682
521	0.5954604114
522	0.5944830384
523	0.5933628671
524	0.5924418929
525	0.591104254
526	0.5899244887
527	0.588843862
528	0.5877212249
529	0.5872756891
530	0.5859972688
531	0.5850098824
532	0.583976155
533	0.5832711405
534	0.5820868698
535	0.581277207
536	0.5803979776
537	0.5790906979
538	0.5785962402
539	0.5772882168
540	0.576450198
541	0.5754816212
542	0.5746609828
543	0.5738536235
544	0.5729125678
545	0.5720201546
546	0.5711320456
547	0.5704859041
548	0.569688238
549	0.5685478005
550	0.5674360647
551	0.566581931
552	0.5652642952
553	0.5642729208
554	0.5633267234
555	0.5622474724
556	0.5614897217
557	0.5608338773
558	0.5594016335
559	0.5584961957
560	0.5578548505
561	0.5567606126
562	0.5557633544
563	0.5545425687
564	0.5536285542
565	0.5524973484
566	0.5518323141
567	0.5511186645
568	0.5499608968
569	0.5495408674
570	0.5489036403
571	0.5481634155
572	0.5470422399
573	0.5465291947
574	0.545738279
575	0.5452016013
576	0.5445696864
577	0.5437800129
578	0.5432099267
579	0.5423367492
580	0.5411904345
581	0.5403997648
582	0.5394498439
583	0.538864128
584	0.537881023
585	0.5368312565
586	0.5359878269
587	0.5350991827
588	0.534770188
589	0.5339405604
590	0.5333229877
591	0.5325989688
592	0.5317875478
593	0.5311058333
594	0.5304718671
595	0.5292953503
596	0.5287796695
597	0.5274850111
598	0.5268764205
599	0.5259150777
600	0.5250034576
601	0.524114648
602	0.5230912577
603	0.5222746529
604	0.5214805367
605	0.5206690927
606	0.5198967574
607	0.5187969315
608	0.5180002184
609	0.5173845984
610	0.5166577468
611	0.5163546889
612	0.5155457691
613	0.5146673575
614	0.5139867224
615	0.5131822122
616	0.5124578587
617	0.5116649945
618	0.5111339404
619	0.5107664344
620	0.5100654458
621	0.5092820047
622	0.5085308596
623	0.5076860531
624	0.5072407426
625	0.506353385
626	0.5056697739
627	0.5048670324
628	0.5039351019
629	0.5031241599
630	0.5020352043
631	0.5012148651
632	0.5001051248
633	0.4992318025
634	0.4986291797
635	0.4976261521
636	0.4968497947
637	0.4959556975
638	0.4954286146
639	0.4945832565
640	0.4938709579
641	0.4930806609
642	0.4923089524
643	0.4917692876
644	0.4906531899
645	0.4897598134
646	0.489082568
647	0.4880627915
648	0.4875250659
649	0.486469892
650	0.4856605654
651	0.4851408478
652	0.4845305101
653	0.4840748596
654	0.4834947683
655	0.4826814119
656	0.4819435813
657	0.4813684057
658	0.4809032655
659	0.4803263505
660	0.479515898
661	0.478804
662	0.4779186383
663	0.4771878086
664	0.4765987997
665	0.4760731893
666	0.4752052449
667	0.4744815536
668	0.4736606056
669	0.4729995713
670	0.4724408647
671	0.4720524961
672	0.4711035448
673	0.4704401851
674	0.469960841
675	0.4695051731
676	0.4687730291
677	0.4681488744
678	0.4675259294
679	0.4669585126
680	0.4663096193
681	0.46553803
682	0.464753495
683	0.4637816348
684	0.4632301734
685	0.4624509106
686	0.4617131174
687	0.4610638896
688	0.4604636882
689	0.4597266549
690	0.4591342868
691	0.4584776347
692	0.4579779138
693	0.4571849518
694	0.4566555268
695	0.4559977756
696	0.4552927914
697	0.454640278
698	0.4540563752
699	0.4532509827
700	0.45239534
701	0.4513548922
702	0.4507012793
703	0.4501275226
704	0.4496437267
705	0.4492641566
706	0.4486251134
707	0.4478019227
708	0.4472186081
709	0.4469743053
710	0.4464001314
711	0.4456326384
712	0.4452091911
713	0.444726048
714	0.4441086209
715	0.4438368113
716	0.4431871013
717	0.4425668719
718	0.4418678477
719	0.4413636862
720	0.4407625954
721	0.4399560946
722	0.4395404066
723	0.4390212889
724	0.438482575
725	0.4378211024
726	0.437116092
727	0.4365584356
728	0.4359108256
729	0.4352427852
730	0.4344998224
731	0.4341141167
732	0.4334347992
733	0.43273915
734	0.4322914774
735	0.4320046219
736	0.4314619852
737	0.4307646714
738	0.4298493805
739	0.4293988528
740	0.4287472959
741	0.4282183413
742	0.4276010953
743	0.4270406225
744	0.4267376444
745	0.4260649497
746	0.4255177425
747	0.424767537
748	0.4241976593
749	0.4236443432
750	0.4229269294
751	0.4222753118
752	0.4216980153
753	0.4211015943
754	0.4206274945
755	0.4200091885
756	0.4195087231
757	0.4187138937
758	0.418377925
759	0.4177628537
760	0.4172909058
761	0.4167396216
762	0.416330742
763	0.4157174498
764	0.4151109241
765	0.4146197639
766	0.4143385458
767	0.4138435777
768	0.4132346901
769	0.4126674066
770	0.4120461104
771	0.4113016603
772	0.4106269567
773	0.4101437113
774	0.4094942946
775	0.4089909354
776	0.4083978391
777	0.4077814292
778	0.4071725604
779	0.4065539499
780	0.4060675518
781	0.4054814519
782	0.4049269732
783	0.4044533363
784	0.4039490778
785	0.4033312729
786	0.4029044065
787	0.4022537757
788	0.4017252433
789	0.4011548079
790	0.400617073
791	0.3998613804
792	0.3993033629
793	0.3988537987
794	0.3982576859
795	0.3977527381
796	0.3970149259
797	0.3964028442
798	0.3957038684
799	0.3951058949
800	0.3944593104
801	0.394203416
802	0.3936759813
803	0.3930034117
804	0.3924876345
805	0.3918979182
806	0.3912572199
807	0.3909594804
808	0.3903950285
809	0.3899244634
810	0.3894758823
811	0.3888356197
812	0.3883883218
813	0.3877946087
814	0.38723374
815	0.3866264974
816	0.3860779847
817	0.3855424141
818	0.385006774
819	0.3844845559
820	0.3838624049
821	0.3833688439
822	0.3827911112
823	0.382149784
824	0.3815400113
825	0.3809575076
826	0.3804544799
827	0.3800285654
828	0.3796861223
829	0.3792029423
830	0.3787614316
831	0.3782897948
832	0.3778227197
833	0.3774477236
834	0.3770191801
835	0.3764896089
836	0.375874168
837	0.3753011168
838	0.3750230716
839	0.3743990251
840	0.3738877085
841	0.3734001696
842	0.3729921192
843	0.3725303657
844	0.3720055294
845	0.3714532214
846	0.3708466558
847	0.3703757897
848	0.3698681969
849	0.3695669095
850	0.3692036452
851	0.368706616
852	0.3681525869
853	0.3677961417
854	0.3673784539
855	0.3668999271
856	0.3664373885
857	0.3660479931
858	0.365607421
859	0.365067793
860	0.3647262899
861	0.3643421724
862	0.363992215
863	0.3635799525
864	0.3630057431
865	0.3625317457
866	0.3621836822
867	0.3616706642
868	0.3612300567
869	0.3607909952
870	0.3604454602
871	0.3600875623
872	0.3595548335
873	0.3589875945
874	0.3584418272
875	0.3578979436
876	0.3573761534
877	0.3569195735
878	0.3564893459
879	0.3560772885
880	0.3556939605
881	0.3552318483
882	0.3547517207
883	0.3544841237
884	0.3539818501
885	0.353594913
886	0.3532679185
887	0.3528678751
888	0.3524139009
889	0.3519593792
890	0.3516573022
891	0.3512536693
892	0.3508601617
893	0.3502470636
894	0.3498365574
895	0.349393968
896	0.3490856247
897	0.348593392
898	0.3482129972
899	0.3477352469
900	0.3472681973
901	0.3468814209
902	0.3464236613
903	0.3460374789
904	0.3457516118
905	0.3455032145
906	0.3450914702
907	0.3446063793
908	0.3442264428
909	0.3438758014
910	0.3434823647
911	0.343219466
912	0.3428215233
913	0.3424962767
914	0.3422331264
915	0.3417865246
916	0.341300535
917	0.3408630431
918	0.3403462982
919	0.3399406017
920	0.3395853377
921	0.3391810813
922	0.3387013255
923	0.3383589087
924	0.3380840046
925	0.3376732679
926	0.3372506519
927	0.3368178279
928	0.3364839303
929	0.3362065366
930	0.3357408338
931	0.3352748275
932	0.3348649387
933	0.334736919
934	0.3342568095
935	0.3339237089
936	0.3335426221
937	0.3330589324
938	0.3325114185
939	0.3321142521
940	0.3318317839
941	0.33137365
942	0.3309815498
943	0.3304995145
944	0.3301871405
945	0.3297699868
946	0.329470629
947	0.3289155682
948	0.3286034306
949	0.3283041511
950	0.3279851733
951	0.3278008697
952	0.3274699817
953	0.3268252072
954	0.326438837
955	0.3260078805
956	0.3255700717
957	0.3251893634
958	0.3249849827
959	0.3245940659
960	0.3242331772
961	0.3237189645
962	0.3232763638
963	0.3227753903
964	0.3223823972
965	0.3221227015
966	0.3217801049
967	0.3214740709
968	0.3211474722
969	0.3207793075
970	0.3202785479
971	0.3199594882
972	0.3195684966
973	0.319136372
974	0.318786766
975	0.3184583676
976	0.3182510155
977	0.3180011722
978	0.3176059935
979	0.3172460262
980	0.3169109957
981	0.3164828636
982	0.31616758
983	0.3159064896
984	0.3156905832
985	0.3154541432
986	0.3150838235
987	0.3146865933
988	0.3141822277
989	0.3137271346
990	0.3133501315
991	0.3130597279
992	0.3125907467
993	0.312328994
994	0.3119998206
995	0.3118615979
996	0.311528144
997	0.3111840077
998	0.3108319271
999	0.3104083664
